,05M04,06M21,05M01,06M04,05M17,2430,1058,580,829,1005,basinwide_average
1927-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1927-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1927-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1927-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1927-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1927-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1928-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1937-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1937-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1937-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1937-04-01,-999.0,-999.0,-999.0,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0577441985968699
1937-05-01,-999.0,-999.0,-999.0,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0577441985968699
1937-06-01,-999.0,-999.0,-999.0,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0577441985968699
1937-07-01,-999.0,-999.0,-999.0,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0577441985968699
1937-08-01,-999.0,-999.0,-999.0,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0577441985968699
1937-09-01,-999.0,-999.0,-999.0,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0577441985968699
1937-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1937-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1937-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-02-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-03-01,-999.0,-999.0,-999.0,5.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8008634646519157
1938-04-01,-999.0,-999.0,-999.0,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2390717754991902
1938-05-01,-999.0,-999.0,0.5,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6460738081997806
1938-06-01,-999.0,-999.0,0.5,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6460738081997806
1938-07-01,-999.0,-999.0,0.5,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6460738081997806
1938-08-01,-999.0,-999.0,0.5,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6460738081997806
1938-09-01,-999.0,-999.0,0.5,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6460738081997806
1938-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-02-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-03-01,-999.0,-999.0,10.3,4.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8791150522614078
1939-04-01,-999.0,-999.0,10.3,4.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8791150522614078
1939-05-01,-999.0,-999.0,10.3,4.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8791150522614078
1939-06-01,-999.0,-999.0,10.3,4.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8791150522614078
1939-07-01,-999.0,-999.0,10.3,4.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8791150522614078
1939-08-01,-999.0,-999.0,10.3,4.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8791150522614078
1939-09-01,-999.0,-999.0,10.3,4.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8791150522614078
1939-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-02-01,-999.0,-999.0,3.0,2.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.31788915249064315
1940-03-01,-999.0,-999.0,7.7,3.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6580093931735466
1940-04-01,-999.0,-999.0,7.7,3.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6580093931735466
1940-05-01,-999.0,-999.0,7.7,3.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6580093931735466
1940-06-01,-999.0,-999.0,7.7,3.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6580093931735466
1940-07-01,-999.0,-999.0,7.7,3.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6580093931735466
1940-08-01,-999.0,-999.0,7.7,3.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6580093931735466
1940-09-01,-999.0,-999.0,7.7,3.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6580093931735466
1940-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-02-01,-999.0,-999.0,6.4,5.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7627830612011216
1941-03-01,-999.0,-999.0,8.0,6.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8779256694587685
1941-04-01,-999.0,-999.0,13.0,8.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3472983979757336
1941-05-01,-999.0,-999.0,13.8,8.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.38975907069603
1941-06-01,-999.0,-999.0,13.8,8.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.38975907069603
1941-07-01,-999.0,-999.0,13.8,8.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.38975907069603
1941-08-01,-999.0,-999.0,13.8,8.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.38975907069603
1941-09-01,-999.0,-999.0,13.8,8.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.38975907069603
1941-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-02-01,-999.0,-999.0,2.5,2.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.29135123204045765
1942-03-01,-999.0,-999.0,3.7,3.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4305953981635363
1942-04-01,-999.0,-999.0,7.2,4.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7296905768787847
1942-05-01,-999.0,-999.0,11.3,4.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9473015245703054
1942-06-01,-999.0,-999.0,11.3,4.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9473015245703054
1942-07-01,-999.0,-999.0,11.3,4.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9473015245703054
1942-08-01,-999.0,-999.0,11.3,4.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9473015245703054
1942-09-01,-999.0,-999.0,11.3,4.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9473015245703054
1942-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1943-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1943-02-01,-999.0,-999.0,5.1,3.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5275675225368456
1943-03-01,-999.0,-999.0,5.7,4.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.642521499823965
1943-04-01,-999.0,-999.0,5.7,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6576321312324918
1943-05-01,-999.0,-999.0,5.7,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6576321312324918
1943-06-01,-999.0,-999.0,5.7,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6576321312324918
1943-07-01,-999.0,-999.0,5.7,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6576321312324918
1943-08-01,-999.0,-999.0,5.7,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6576321312324918
1943-09-01,-999.0,-999.0,5.7,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6576321312324918
1943-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1943-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1943-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1944-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1944-02-01,-999.0,-999.0,3.7,3.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.47592729238911646
1944-03-01,-999.0,-999.0,6.8,6.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8142346603783234
1944-04-01,-999.0,-999.0,9.8,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.313451389771287
1944-05-01,-999.0,-999.0,11.3,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3930651511218435
1944-06-01,-999.0,-999.0,11.3,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3930651511218435
1944-07-01,-999.0,-999.0,11.3,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3930651511218435
1944-08-01,-999.0,-999.0,11.3,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3930651511218435
1944-09-01,-999.0,-999.0,11.3,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3930651511218435
1944-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1944-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1944-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1945-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1945-02-01,-999.0,-999.0,5.7,3.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5820789741898582
1945-03-01,-999.0,-999.0,9.0,5.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8554483533165058
1945-04-01,-999.0,-999.0,11.4,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.201934526901033
1945-05-01,-999.0,-999.0,11.4,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.201934526901033
1945-06-01,-999.0,-999.0,11.4,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.201934526901033
1945-07-01,-999.0,-999.0,11.4,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.201934526901033
1945-08-01,-999.0,-999.0,11.4,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.201934526901033
1945-09-01,-999.0,-999.0,11.4,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.201934526901033
1945-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1945-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1945-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1946-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1946-02-01,-999.0,-999.0,3.3,2.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.37158848328207117
