,06L09,06L05,06K25,06L12,06K03,06K50,369,1100,773,basinwide_average
1929-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1929-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1930-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1931-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1932-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1933-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1934-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1935-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1936-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1937-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1937-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1937-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1937-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1937-05-01,-999.0,-999.0,-999.0,-999.0,4.9,-999.0,-999.0,-999.0,-999.0,0.43189926547743973
1937-06-01,-999.0,-999.0,-999.0,-999.0,4.9,-999.0,-999.0,-999.0,-999.0,0.43189926547743973
1937-07-01,-999.0,-999.0,-999.0,-999.0,4.9,-999.0,-999.0,-999.0,-999.0,0.43189926547743973
1937-08-01,-999.0,-999.0,-999.0,-999.0,4.9,-999.0,-999.0,-999.0,-999.0,0.43189926547743973
1937-09-01,-999.0,-999.0,-999.0,-999.0,4.9,-999.0,-999.0,-999.0,-999.0,0.43189926547743973
1937-10-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1937-11-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1937-12-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-01-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-02-01,-999.0,-999.0,-999.0,-999.0,8.1,-999.0,-999.0,-999.0,-999.0,0.7139559286463798
1938-03-01,-999.0,-999.0,-999.0,-999.0,10.4,-999.0,-999.0,-999.0,-999.0,0.9166841552990557
1938-04-01,-999.0,-999.0,-999.0,-999.0,11.7,-999.0,-999.0,-999.0,-999.0,1.0312696747114376
1938-05-01,-999.0,-999.0,-999.0,-999.0,11.7,-999.0,-999.0,-999.0,-999.0,1.0312696747114376
1938-06-01,-999.0,-999.0,-999.0,-999.0,11.7,-999.0,-999.0,-999.0,-999.0,1.0312696747114376
1938-07-01,-999.0,-999.0,-999.0,-999.0,11.7,-999.0,-999.0,-999.0,-999.0,1.0312696747114376
1938-08-01,-999.0,-999.0,-999.0,-999.0,11.7,-999.0,-999.0,-999.0,-999.0,1.0312696747114376
1938-09-01,-999.0,-999.0,-999.0,-999.0,11.7,-999.0,-999.0,-999.0,-999.0,1.0312696747114376
1938-10-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-11-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-12-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-01-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-02-01,-999.0,-999.0,-999.0,-999.0,7.2,-999.0,-999.0,-999.0,-999.0,0.6346274921301155
1939-03-01,-999.0,-999.0,-999.0,-999.0,9.6,-999.0,-999.0,-999.0,-999.0,0.8461699895068205
1939-04-01,-999.0,-999.0,-999.0,-999.0,10.2,-999.0,-999.0,-999.0,-999.0,0.8990556138509969
1939-05-01,-999.0,-999.0,-999.0,-999.0,10.2,-999.0,-999.0,-999.0,-999.0,0.8990556138509969
1939-06-01,-999.0,-999.0,-999.0,-999.0,10.2,-999.0,-999.0,-999.0,-999.0,0.8990556138509969
1939-07-01,-999.0,-999.0,-999.0,-999.0,10.2,-999.0,-999.0,-999.0,-999.0,0.8990556138509969
1939-08-01,-999.0,-999.0,-999.0,-999.0,10.2,-999.0,-999.0,-999.0,-999.0,0.8990556138509969
1939-09-01,-999.0,-999.0,-999.0,-999.0,10.2,-999.0,-999.0,-999.0,-999.0,0.8990556138509969
1939-10-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-11-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-12-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-01-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-02-01,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,-999.0,-999.0,0.4407135362014691
1940-03-01,-999.0,-999.0,-999.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,0.6698845750262329
1940-04-01,-999.0,-999.0,-999.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,0.6698845750262329
1940-05-01,-999.0,-999.0,-999.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,0.6698845750262329
1940-06-01,-999.0,-999.0,-999.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,0.6698845750262329
1940-07-01,-999.0,-999.0,-999.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,0.6698845750262329
1940-08-01,-999.0,-999.0,-999.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,0.6698845750262329
1940-09-01,-999.0,-999.0,-999.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,0.6698845750262329
1940-10-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-11-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-12-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-01-01,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-02-01,-999.0,-999.0,-999.0,-999.0,4.5,-999.0,-999.0,-999.0,-999.0,0.39664218258132217
1941-03-01,11.2,-999.0,-999.0,-999.0,6.4,-999.0,-999.0,-999.0,-999.0,0.6350627304607218
1941-04-01,16.9,-999.0,-999.0,-999.0,9.8,-999.0,-999.0,-999.0,-999.0,0.9645602063016459
1941-05-01,22.6,-999.0,-999.0,-999.0,9.8,-999.0,-999.0,-999.0,-999.0,1.1442150798340704
1941-06-01,22.6,-999.0,-999.0,-999.0,9.8,-999.0,-999.0,-999.0,-999.0,1.1442150798340704
1941-07-01,22.6,-999.0,-999.0,-999.0,9.8,-999.0,-999.0,-999.0,-999.0,1.1442150798340704
1941-08-01,22.6,-999.0,-999.0,-999.0,9.8,-999.0,-999.0,-999.0,-999.0,1.1442150798340704
1941-09-01,22.6,-999.0,-999.0,-999.0,9.8,-999.0,-999.0,-999.0,-999.0,1.1442150798340704
1941-10-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-11-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-12-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-01-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-02-01,7.4,-999.0,-999.0,-999.0,5.9,-999.0,-999.0,-999.0,-999.0,0.49325713796236537
1942-03-01,11.8,-999.0,-999.0,-999.0,7.8,-999.0,-999.0,-999.0,-999.0,0.7156736648481301
1942-04-01,16.6,-999.0,-999.0,-999.0,10.4,-999.0,-999.0,-999.0,-999.0,0.9815474988141327
1942-05-01,21.9,-999.0,-999.0,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,1.179444960334525
1942-06-01,21.9,-999.0,-999.0,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,1.179444960334525
1942-07-01,21.9,-999.0,-999.0,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,1.179444960334525
1942-08-01,21.9,-999.0,-999.0,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,1.179444960334525
1942-09-01,21.9,-999.0,-999.0,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,1.179444960334525
1942-10-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-11-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-12-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1943-01-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1943-02-01,10.8,-999.0,-999.0,-999.0,7.2,-999.0,-999.0,-999.0,-999.0,0.6577124538107043
1943-03-01,15.2,-999.0,-999.0,-999.0,10.1,-999.0,-999.0,-999.0,-999.0,0.9242003343166159
1943-04-01,18.0,-999.0,-999.0,-999.0,12.8,-999.0,-999.0,-999.0,-999.0,1.131444505913958
1943-05-01,18.0,-999.0,-999.0,-999.0,12.8,-999.0,-999.0,-999.0,-999.0,1.131444505913958
1943-06-01,18.0,-999.0,-999.0,-999.0,12.8,-999.0,-999.0,-999.0,-999.0,1.131444505913958
1943-07-01,18.0,-999.0,-999.0,-999.0,12.8,-999.0,-999.0,-999.0,-999.0,1.131444505913958
