,06M03,840,843,874,basinwide_average
1976-01-01,10.9,-999.0,-999.0,-999.0,0.3596242673601677
1976-02-01,12.8,-999.0,-999.0,-999.0,0.4223110662578117
1976-03-01,29.8,-999.0,-999.0,-999.0,0.9831929511314678
1976-04-01,34.2,-999.0,-999.0,-999.0,1.1283623801575906
1976-05-01,34.2,-999.0,-999.0,-999.0,1.1283623801575906
1976-06-01,34.2,-999.0,-999.0,-999.0,1.1283623801575906
1976-07-01,34.2,-999.0,-999.0,-999.0,1.1283623801575906
1976-08-01,34.2,-999.0,-999.0,-999.0,1.1283623801575906
1976-09-01,34.2,-999.0,-999.0,-999.0,1.1283623801575906
1976-10-01,0.0,-999.0,-999.0,-999.0,0.0
1976-11-01,0.0,-999.0,-999.0,-999.0,0.0
1976-12-01,0.0,-999.0,-999.0,-999.0,0.0
1977-01-01,1.9,-999.0,-999.0,-999.0,0.06268679889764392
1977-02-01,5.4,-999.0,-999.0,-999.0,0.1781624810775143
1977-03-01,7.2,-999.0,-999.0,-999.0,0.23754997477001905
1977-04-01,9.9,-999.0,-999.0,-999.0,0.3266312153087762
1977-05-01,9.9,-999.0,-999.0,-999.0,0.3266312153087762
1977-06-01,9.9,-999.0,-999.0,-999.0,0.3266312153087762
1977-07-01,9.9,-999.0,-999.0,-999.0,0.3266312153087762
1977-08-01,9.9,-999.0,-999.0,-999.0,0.3266312153087762
1977-09-01,9.9,-999.0,-999.0,-999.0,0.3266312153087762
1977-10-01,0.0,-999.0,-999.0,-999.0,0.0
1977-11-01,0.0,-999.0,-999.0,-999.0,0.0
1977-12-01,0.0,-999.0,-999.0,-999.0,0.0
1978-01-01,7.0,-999.0,-999.0,-999.0,0.23095136435974076
1978-02-01,18.0,-999.0,-999.0,-999.0,0.5938749369250477
1978-03-01,24.4,-999.0,-999.0,-999.0,0.8050304700539535
1978-04-01,35.6,-999.0,-999.0,-999.0,1.1745526530295387
1978-05-01,35.6,-999.0,-999.0,-999.0,1.1745526530295387
1978-06-01,35.6,-999.0,-999.0,-999.0,1.1745526530295387
1978-07-01,35.6,-999.0,-999.0,-999.0,1.1745526530295387
1978-08-01,35.6,-999.0,-999.0,-999.0,1.1745526530295387
1978-09-01,35.6,-999.0,-999.0,-999.0,1.1745526530295387
1978-10-01,0.0,-999.0,-999.0,-999.0,0.0
1978-11-01,0.0,0.4,-999.0,-999.0,0.006287009284304409
1978-12-01,0.0,7.8,-999.0,-999.0,0.12259668104393596
1979-01-01,25.5,25.3,-999.0,-999.0,0.818314750887496
1979-02-01,42.2,41.5,-999.0,-999.0,1.3484306115309437
1979-03-01,48.2,47.0,-999.0,-999.0,1.533856145344304
1979-04-01,55.0,60.1,-999.0,-999.0,1.8519320763800047
1979-05-01,56.5,60.1,-999.0,-999.0,1.8766768654185482
1979-06-01,56.5,60.1,-999.0,-999.0,1.8766768654185482
1979-07-01,56.5,60.1,-999.0,-999.0,1.8766768654185482
1979-08-01,56.5,60.1,-999.0,-999.0,1.8766768654185482
1979-09-01,56.5,60.1,-999.0,-999.0,1.8766768654185482
1979-10-01,0.0,0.0,-999.0,-999.0,0.0
1979-11-01,0.0,0.0,-999.0,-999.0,0.0
1979-12-01,0.0,3.7,-999.0,-999.0,0.058154835879815785
1980-01-01,7.5,7.4,-999.0,-999.0,0.24003361695234982
1980-02-01,28.0,26.2,-999.0,-999.0,0.8737018368414202
1980-03-01,43.1,39.4,-999.0,-999.0,1.3302706862114717
1980-04-01,49.9,50.4,-999.0,-999.0,1.6153398185045742
1980-05-01,49.9,50.4,-999.0,-999.0,1.6153398185045742
1980-06-01,49.9,50.4,-999.0,-999.0,1.6153398185045742
1980-07-01,49.9,50.4,-999.0,-999.0,1.6153398185045742
1980-08-01,49.9,50.4,-999.0,-999.0,1.6153398185045742
1980-09-01,49.9,50.4,-999.0,-999.0,1.6153398185045742
1980-10-01,0.0,0.0,-999.0,-999.0,0.0
1980-11-01,0.0,4.0,-999.0,-999.0,0.06287009284304408
1980-12-01,0.0,5.1,-999.0,-999.0,0.0801593683748812
1981-01-01,9.4,7.8,-999.0,-999.0,0.2776640256854762
1981-02-01,10.8,9.2,-999.0,-999.0,0.32276369461651566
1981-03-01,12.8,10.5,-999.0,-999.0,0.37618952684189655
1981-04-01,20.0,16.7,-999.0,-999.0,0.5924131581336244
1981-05-01,20.0,16.7,-999.0,-999.0,0.5924131581336244
1981-06-01,20.0,16.7,-999.0,-999.0,0.5924131581336244
1981-07-01,20.0,16.7,-999.0,-999.0,0.5924131581336244
1981-08-01,20.0,16.7,-999.0,-999.0,0.5924131581336244
1981-09-01,20.0,16.7,-999.0,-999.0,0.5924131581336244
1981-10-01,0.0,0.0,-999.0,-999.0,0.0
1981-11-01,0.0,2.1,-999.0,-999.0,0.03300679874259815
1981-12-01,0.0,3.0,-999.0,-999.0,0.047152569632283065
1982-01-01,8.1,7.2,-999.0,-999.0,0.24678802792561505
1982-02-01,19.8,15.8,-999.0,-999.0,0.5749680820388003
1982-03-01,24.2,21.1,-999.0,-999.0,0.7308556695688951
1982-04-01,38.6,31.8,-999.0,-999.0,1.1365831426940571
1982-05-01,38.6,31.8,-999.0,-999.0,1.1365831426940571
1982-06-01,38.6,31.8,-999.0,-999.0,1.1365831426940571
1982-07-01,38.6,31.8,-999.0,-999.0,1.1365831426940571
1982-08-01,38.6,31.8,-999.0,-999.0,1.1365831426940571
1982-09-01,38.6,31.8,-999.0,-999.0,1.1365831426940571
1982-10-01,0.0,0.0,-999.0,-999.0,0.0
1982-11-01,0.0,2.3,-999.0,-999.0,0.036150303384750344
1982-12-01,0.0,16.5,-999.0,-999.0,0.25933913297755684
1983-01-01,19.7,22.6,-999.0,-999.0,0.6801975872694057
1983-02-01,24.3,22.6,-999.0,-999.0,0.7560816069876063
1983-03-01,27.8,29.6,-999.0,-999.0,0.9238421105528687
1983-04-01,40.8,42.0,-999.0,-999.0,1.3331942367003502
1983-05-01,40.8,43.4,-999.0,-999.0,1.3551987691954155
1983-06-01,40.8,43.4,-999.0,-999.0,1.3551987691954155
1983-07-01,40.8,43.4,-999.0,-999.0,1.3551987691954155
1983-08-01,40.8,43.4,-999.0,-999.0,1.3551987691954155
1983-09-01,40.8,43.4,-999.0,-999.0,1.3551987691954155
1983-10-01,0.0,0.0,-999.0,-999.0,0.0
1983-11-01,0.0,0.0,-999.0,-999.0,0.0
1983-12-01,0.0,10.9,-999.0,-999.0,0.17132100299729514
1984-01-01,24.6,25.3,-999.0,-999.0,0.8034678774643698
1984-02-01,28.2,28.9,-999.0,-999.0,0.9194384547156141
1984-03-01,30.6,30.4,-999.0,-999.0,0.9826064019934255
1984-04-01,32.1,35.0,-999.0,-999.0,1.07965179780147
1984-05-01,32.1,37.8,-999.0,-999.0,1.1236608627916007
1984-06-01,32.1,37.8,-999.0,-999.0,1.1236608627916007
1984-07-01,32.1,37.8,-999.0,-999.0,1.1236608627916007
1984-08-01,32.1,37.8,-999.0,-999.0,1.1236608627916007
1984-09-01,32.1,37.8,-999.0,-999.0,1.1236608627916007
1984-10-01,0.0,0.0,-999.0,-999.0,0.0
1984-11-01,0.0,5.8,-999.0,-999.0,0.09116163462241392
1984-12-01,0.0,9.5,-999.0,-999.0,0.1493164705022297
1985-01-01,17.5,21.7,-999.0,-999.0,0.6297594591231901
1985-02-01,27.3,26.8,-999.0,-999.0,0.8715847825498899
1985-03-01,34.3,32.5,-999.0,-999.0,1.076650347031098
1985-04-01,48.3,48.2,-999.0,-999.0,1.5543668257997867
1985-05-01,48.3,50.5,-999.0,-999.0,1.590517129184537
1985-06-01,48.3,50.5,-999.0,-999.0,1.590517129184537
1985-07-01,48.3,50.5,-999.0,-999.0,1.590517129184537
1985-08-01,48.3,50.5,-999.0,-999.0,1.590517129184537
1985-09-01,48.3,50.5,-999.0,-999.0,1.590517129184537
1985-10-01,0.0,0.0,-999.0,-999.0,0.0
1985-11-01,0.0,0.0,-999.0,-999.0,0.0
1985-12-01,0.0,16.6,-999.0,-999.0,0.260910885298633
1986-01-01,21.2,19.4,-999.0,-999.0,0.654646302033514
1986-02-01,21.8,19.4,-999.0,-999.0,0.6645442176489316
1986-03-01,25.0,29.3,-999.0,-999.0,0.8729365807176921
1986-04-01,36.2,33.2,-999.0,-999.0,1.118996012727453
1986-05-01,38.2,39.5,-999.0,-999.0,1.2510094610066387
1986-06-01,38.2,39.5,-999.0,-999.0,1.2510094610066387
1986-07-01,38.2,39.5,-999.0,-999.0,1.2510094610066387
1986-08-01,38.2,39.5,-999.0,-999.0,1.2510094610066387
1986-09-01,38.2,39.5,-999.0,-999.0,1.2510094610066387
1986-10-01,0.0,3.8,1.6,5.2,0.09346835844500216
1986-11-01,0.0,10.9,4.3,13.3,0.2514218240564797
1986-12-01,0.0,17.4,9.0,19.6,0.42050489749727554
1987-01-01,15.5,18.9,10.0,20.3,0.5803356387623326
1987-02-01,18.7,22.9,12.2,26.3,0.7168015257826037
1987-03-01,24.0,28.3,21.3,31.3,0.9762168071977889
1987-04-01,34.9,35.9,28.4,37.9,1.2817327610040161
1987-05-01,34.9,35.9,28.4,40.9,1.3047429293069615
1987-06-01,34.9,35.9,28.4,40.9,1.3047429293069615
1987-07-01,34.9,35.9,28.4,40.9,1.3047429293069615
1987-08-01,34.9,35.9,28.4,40.9,1.3047429293069615
1987-09-01,34.9,35.9,28.4,40.9,1.3047429293069615
1987-10-01,0.0,0.0,0.0,0.0,0.0
1987-11-01,0.0,1.1,0.4,3.2,0.03911901044392298
1987-12-01,0.0,5.9,2.5,8.4,0.1478588719378841
1988-01-01,10.2,9.8,5.1,13.4,0.3395368609414332
1988-02-01,19.1,16.3,8.2,19.3,0.5552406801367316
1988-03-01,22.5,20.8,9.8,22.1,0.6638461313068267
1988-04-01,22.5,21.8,9.8,23.6,0.6832099770636799
1988-05-01,22.5,21.8,9.8,25.3,0.696249072435349
1988-06-01,22.5,21.8,9.8,25.3,0.696249072435349
1988-07-01,22.5,21.8,9.8,25.3,0.696249072435349
1988-08-01,22.5,21.8,9.8,25.3,0.696249072435349
1988-09-01,22.5,21.8,9.8,25.3,0.696249072435349
1988-10-01,0.0,0.0,0.0,0.0,0.0
1988-11-01,0.0,0.0,0.0,0.0,0.0
1988-12-01,0.0,8.6,3.7,9.1,0.192237147007687
1989-01-01,10.5,16.3,7.4,15.9,0.4463670411731762
1989-02-01,24.3,23.6,12.1,22.6,0.73863117591597
1989-03-01,36.3,37.1,21.0,34.1,1.1638560565997682
1989-04-01,38.2,37.3,22.3,37.9,1.22951884958229
1989-05-01,38.2,37.3,22.3,37.9,1.22951884958229
1989-06-01,38.2,37.3,22.3,37.9,1.22951884958229
1989-07-01,38.2,37.3,22.3,37.9,1.22951884958229
1989-08-01,38.2,37.3,22.3,37.9,1.22951884958229
1989-09-01,38.2,37.3,22.3,37.9,1.22951884958229
1989-10-01,0.0,0.0,0.0,0.0,0.0
1989-11-01,0.0,1.2,0.0,1.1,0.017867575637536555
1989-12-01,0.0,1.2,0.5,2.2,0.03371737879219495
1990-01-01,0.0,2.1,0.5,2.6,0.043858286677430115
1990-02-01,0.0,5.1,1.3,6.1,0.10614015415673334
1990-03-01,0.0,9.7,4.9,10.9,0.232478465219961
1990-04-01,17.1,16.7,8.8,19.0,0.5484819316551875
1990-05-01,17.1,21.9,12.8,28.9,0.7245829789515134
1990-06-01,17.1,21.9,12.8,28.9,0.7245829789515134
1990-07-01,17.1,21.9,12.8,28.9,0.7245829789515134
1990-08-01,17.1,21.9,12.8,28.9,0.7245829789515134
1990-09-01,17.1,21.9,12.8,28.9,0.7245829789515134
1990-10-01,0.0,0.0,0.0,0.0,0.0
1990-11-01,0.0,0.0,0.0,1.6,0.012272089761570827
1990-12-01,0.0,5.2,2.1,8.4,0.13642754565925497
1991-01-01,0.0,13.0,5.2,17.7,0.3150164048705398
1991-02-01,0.0,16.5,6.3,21.0,0.3841412867984839
1991-03-01,0.0,20.7,7.2,24.2,0.455035199662665
1991-04-01,0.0,32.6,14.0,37.1,0.7483114701020248
1991-05-01,0.0,32.6,14.0,40.5,0.7743896608453628
1991-06-01,0.0,32.6,14.0,40.5,0.7743896608453628
1991-07-01,0.0,32.6,14.0,40.5,0.7743896608453628
1991-08-01,0.0,32.6,14.0,40.5,0.7743896608453628
1991-09-01,0.0,32.6,14.0,40.5,0.7743896608453628
1991-10-01,0.0,0.0,0.0,0.0,0.0
1991-11-01,0.0,4.6,1.9,4.2,0.09653295649447188
1991-12-01,0.0,13.2,9.3,11.7,0.33135230042306857
1992-01-01,0.0,17.7,12.7,14.7,0.44013353776655956
1992-02-01,0.0,19.5,14.1,17.1,0.49344311934062046
1992-03-01,0.0,25.0,19.4,21.3,0.6474556030962682
1992-04-01,30.4,33.3,24.6,27.8,1.0903783956810993
1992-05-01,30.4,33.3,24.6,27.8,1.0903783956810993
1992-06-01,30.4,33.3,24.6,27.8,1.0903783956810993
1992-07-01,30.4,33.3,24.6,27.8,1.0903783956810993
1992-08-01,30.4,33.3,24.6,27.8,1.0903783956810993
1992-09-01,30.4,33.3,24.6,27.8,1.0903783956810993
1992-10-01,0.0,0.0,0.0,0.0,0.0
1992-11-01,0.0,3.3,1.2,2.8,0.0652006498450929
1992-12-01,0.0,7.0,3.8,6.6,0.16197053647533943
1993-01-01,0.0,15.1,10.0,14.3,0.37660393135685394
1993-02-01,0.0,26.6,18.8,25.5,0.6833485675567064
1993-03-01,0.0,41.4,29.4,38.6,1.057286092843062
1993-04-01,46.2,46.2,32.3,41.6,1.542081968418161
1993-05-01,46.2,46.2,32.3,45.5,1.57199518721199
1993-06-01,46.2,46.2,32.3,45.5,1.57199518721199
1993-07-01,46.2,46.2,32.3,45.5,1.57199518721199
1993-08-01,46.2,46.2,32.3,45.5,1.57199518721199
1993-09-01,46.2,46.2,32.3,45.5,1.57199518721199
1993-10-01,0.0,0.0,0.0,0.0,0.0
1993-11-01,0.0,0.0,0.0,2.1,0.01610711781206171
1993-12-01,0.0,5.7,3.6,9.1,0.16796419006336782
1994-01-01,0.0,8.7,5.2,11.2,0.23136836531102206
1994-02-01,0.0,10.9,6.8,12.3,0.2808154751733902
1994-03-01,0.0,20.6,13.4,21.9,0.5285261883702417
1994-04-01,26.8,25.9,13.4,26.9,0.8295813541279905
1994-05-01,26.8,29.8,14.3,34.9,0.9349339077952697
1994-06-01,26.8,29.8,14.3,34.9,0.9349339077952697
1994-07-01,26.8,29.8,14.3,34.9,0.9349339077952697
1994-08-01,26.8,29.8,14.3,34.9,0.9349339077952697
1994-09-01,26.8,29.8,14.3,34.9,0.9349339077952697
1994-10-01,0.0,0.0,0.0,0.0,0.0
1994-11-01,0.0,3.1,1.3,3.9,0.07354850752381244
1994-12-01,0.0,12.9,6.0,12.1,0.28313860085422937
1995-01-01,0.0,16.0,9.4,15.9,0.3870536168309731
1995-02-01,0.0,21.2,13.3,21.1,0.5256228521639689
1995-03-01,0.0,30.4,17.9,28.6,0.7236461009717545
1995-04-01,39.3,44.2,24.2,42.6,1.3570350751337605
1995-05-01,39.3,44.7,24.7,48.0,1.4097955003253309
1995-06-01,39.3,44.7,24.7,48.0,1.4097955003253309
1995-07-01,39.3,44.7,24.7,48.0,1.4097955003253309
1995-08-01,39.3,44.7,24.7,48.0,1.4097955003253309
1995-09-01,39.3,44.7,24.7,48.0,1.4097955003253309
1995-10-01,0.0,0.0,0.0,0.0,0.0
1995-11-01,0.0,0.0,0.0,0.0,0.0
1995-12-01,0.0,0.0,0.1,1.0,0.009152604389697457
1996-01-01,0.0,1.6,2.6,3.3,0.07643145920845659
1996-02-01,0.0,7.1,6.2,8.8,0.21521169498721396
1996-03-01,0.0,14.5,8.9,16.2,0.3701537498096184
1996-04-01,22.7,18.7,11.6,20.2,0.6611051471431142
1996-05-01,22.7,18.7,11.6,21.9,0.6741442425147832
1996-06-01,22.7,18.7,11.6,21.9,0.6741442425147832
1996-07-01,22.7,18.7,11.6,21.9,0.6741442425147832
1996-08-01,22.7,18.7,11.6,21.9,0.6741442425147832
1996-09-01,22.7,18.7,11.6,21.9,0.6741442425147832
1996-10-01,0.0,0.0,0.0,0.0,0.0
1996-11-01,0.0,4.3,2.9,6.1,0.12357391749187996
1996-12-01,0.0,14.9,10.0,13.6,0.3696631397650906
1997-01-01,0.0,20.8,13.2,18.6,0.5018216589806466
1997-02-01,0.0,34.1,21.9,29.0,0.8150934729006827
1997-03-01,0.0,40.5,28.5,35.0,1.009258070836244
1997-04-01,36.6,41.7,28.5,36.1,1.3290120727440131
1997-05-01,36.6,43.1,28.5,42.5,1.3891026980378292
1997-06-01,36.6,43.1,28.5,42.5,1.3891026980378292
1997-07-01,36.6,43.1,28.5,42.5,1.3891026980378292
1997-08-01,36.6,43.1,28.5,42.5,1.3891026980378292
1997-09-01,36.6,43.1,28.5,42.5,1.3891026980378292
1997-10-01,0.0,0.0,0.0,0.0,0.0
1997-11-01,0.0,0.3,0.0,3.9,0.03227084727544304
1997-12-01,0.0,5.0,3.2,10.2,0.16496992549581863
1998-01-01,0.0,7.7,4.8,12.9,0.23061850592244781
1998-02-01,0.0,11.4,7.1,15.9,0.3168047028057619
1998-03-01,0.0,16.5,10.1,20.1,0.4335750712787966
1998-04-01,0.0,27.5,16.5,32.1,0.7069452126275675
1998-05-01,0.0,31.2,16.5,35.3,0.7605668100906171
1998-06-01,0.0,31.2,16.5,35.3,0.7605668100906171
1998-07-01,0.0,31.2,16.5,35.3,0.7605668100906171
1998-08-01,0.0,31.2,16.5,35.3,0.7605668100906171
1998-09-01,0.0,31.2,16.5,35.3,0.7605668100906171
1998-10-01,0.0,0.0,0.0,0.0,0.0
1998-11-01,0.0,6.9,2.9,8.5,0.16241483230822554
1998-12-01,0.0,14.9,6.2,15.6,0.3286664169958579
1999-01-01,0.0,17.4,7.4,18.4,0.38758005755664643
1999-02-01,0.0,21.4,8.4,21.9,0.4606857832187615
1999-03-01,0.0,26.2,9.8,24.9,0.542173683269553
1999-04-01,18.5,27.5,9.8,26.2,0.7149540120255098
1999-05-01,18.5,36.1,11.3,36.4,0.8830121583925316
1999-06-01,18.5,36.1,11.3,36.4,0.8830121583925316
1999-07-01,18.5,36.1,11.3,36.4,0.8830121583925316
1999-08-01,18.5,36.1,11.3,36.4,0.8830121583925316
1999-09-01,18.5,36.1,11.3,36.4,0.8830121583925316
1999-10-01,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,0.5,0.003835028050490883
1999-12-01,0.0,0.6,0.4,0.6,0.015247483778680125
2000-01-01,0.0,1.0,0.4,1.1,0.022226016471323214
2000-02-01,0.0,4.7,2.8,3.7,0.10682673920296025
2000-03-01,0.0,11.0,7.3,9.7,0.26907194691495406
2000-04-01,19.4,17.8,12.8,17.5,0.6238944217478113
2000-05-01,19.4,17.8,12.8,17.5,0.6238944217478113
2000-06-01,19.4,17.8,12.8,17.5,0.6238944217478113
2000-07-01,19.4,17.8,12.8,17.5,0.6238944217478113
2000-08-01,19.4,17.8,12.8,17.5,0.6238944217478113
2000-09-01,19.4,17.8,12.8,17.5,0.6238944217478113
2000-10-01,0.0,0.0,0.0,0.0,0.0
2000-11-01,0.0,3.8,2.4,5.9,0.11069778402541491
2000-12-01,0.0,7.9,4.6,9.8,0.20544798775304907
2001-01-01,0.0,11.6,6.3,13.6,0.2888749397848544
2001-02-01,0.0,16.7,11.1,19.4,0.4446032672163423
2001-03-01,0.0,27.2,16.8,27.2,0.6714519541172899
2001-04-01,0.0,32.6,21.2,31.4,0.8113356271139583
2001-05-01,0.0,34.8,21.2,39.8,0.8930533738940423
2001-06-01,0.0,34.8,21.2,39.8,0.8930533738940423
2001-07-01,0.0,34.8,21.2,39.8,0.8930533738940423
2001-08-01,0.0,34.8,21.2,39.8,0.8930533738940423
2001-09-01,0.0,34.8,21.2,39.8,0.8930533738940423
2001-10-01,0.0,0.0,0.0,0.0,0.0
2001-11-01,0.0,0.0,0.0,0.5,0.003835028050490883
2001-12-01,0.0,4.0,2.5,2.7,0.08920790511206506
2002-01-01,0.0,7.0,3.7,5.3,0.15051691525534747
2002-02-01,0.0,8.3,3.7,6.7,0.17147138388371663
2002-03-01,0.0,8.6,4.3,7.3,0.18732633575821392
2002-04-01,0.0,10.0,4.3,10.0,0.21903775347839743
2002-05-01,0.0,10.0,4.3,10.3,0.22133877030869198
2002-06-01,0.0,10.0,4.3,10.3,0.22133877030869198
2002-07-01,0.0,10.0,4.3,10.3,0.22133877030869198
2002-08-01,0.0,10.0,4.3,10.3,0.22133877030869198
2002-09-01,0.0,10.0,4.3,10.3,0.22133877030869198
2002-10-01,0.0,0.0,0.0,0.3,0.0023010168302945297
2002-11-01,0.0,4.8,1.3,4.8,0.0938114527438429
2002-12-01,0.0,8.1,2.7,7.6,0.1619771991663672
2003-01-01,0.0,11.2,5.4,10.0,0.24477629858072664
2003-02-01,0.0,12.0,6.7,10.7,0.2757054748890222
2003-03-01,0.0,20.2,11.0,17.4,0.4552862723444949
2003-04-01,0.0,25.9,14.0,21.6,0.576771897780758
2003-05-01,0.0,25.9,14.0,23.9,0.594413026813016
2003-06-01,0.0,25.9,14.0,23.9,0.594413026813016
2003-07-01,0.0,25.9,14.0,23.9,0.594413026813016
2003-08-01,0.0,25.9,14.0,23.9,0.594413026813016
2003-09-01,0.0,25.9,14.0,23.9,0.594413026813016
2003-10-01,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.2,0.0,0.0,0.0015717523210761022
2003-12-01,0.0,13.4,5.2,11.5,0.27060556168660505
2004-01-01,0.0,19.3,8.7,15.8,0.4018426864976208
2004-02-01,23.9,27.2,12.7,23.4,0.7786547471032802
2004-03-01,29.0,34.4,18.2,29.2,1.0033304532926013
2004-04-01,30.2,34.4,18.2,31.6,1.031636503550375
2004-05-01,30.2,34.4,18.2,36.3,1.0676857672249893
2004-06-01,30.2,34.4,18.2,36.3,1.0676857672249893
2004-07-01,30.2,34.4,18.2,36.3,1.0676857672249893
2004-08-01,30.2,34.4,18.2,36.3,1.0676857672249893
2004-09-01,30.2,34.4,18.2,36.3,1.0676857672249893
2004-10-01,0.0,0.0,0.8,0.0,0.011860386309725518
2004-11-01,0.0,4.0,2.3,6.6,0.11615602732846256
2004-12-01,0.0,11.3,7.2,12.2,0.289122167360307
2005-01-01,0.0,15.1,10.6,16.8,0.4046743613416025
2005-02-01,29.8,38.7,21.8,33.7,1.1316087294541985
2005-03-01,38.2,49.8,26.7,42.9,1.4313357748579454
2005-04-01,43.6,53.2,30.1,48.3,1.5944211293472528
2005-05-01,43.6,53.2,30.1,49.3,1.6020911854482347
2005-06-01,43.6,53.2,30.1,49.3,1.6020911854482347
2005-07-01,43.6,53.2,30.1,49.3,1.6020911854482347
2005-08-01,43.6,53.2,30.1,49.3,1.6020911854482347
2005-09-01,43.6,53.2,30.1,49.3,1.6020911854482347
2005-10-01,0.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,0.3,0.0,1.8,0.01616372946338133
2005-12-01,0.0,0.3,0.3,1.8,0.0206113743295284
2006-01-01,0.0,2.8,1.5,4.4,0.07799100367012055
2006-02-01,7.2,6.1,3.9,7.7,0.22420475472279738
2006-03-01,8.6,8.0,4.7,10.1,0.28095249094308916
2006-04-01,19.8,17.5,11.1,20.8,0.6249439626964094
2006-05-01,19.8,17.5,11.1,25.7,0.66252723759122
2006-06-01,19.8,17.5,11.1,25.7,0.66252723759122
2006-07-01,19.8,17.5,11.1,25.7,0.66252723759122
2006-08-01,19.8,17.5,11.1,25.7,0.66252723759122
2006-09-01,19.8,17.5,11.1,25.7,0.66252723759122
2006-10-01,0.0,0.0,0.0,0.9,0.00690305049088359
2006-11-01,0.0,3.9,0.5,4.7,0.07411117537917675
2006-12-01,0.0,5.0,3.3,9.1,0.15801541207345438
2007-01-01,0.0,8.3,5.8,13.8,0.2570622962637166
2007-02-01,17.1,15.0,8.7,20.4,0.5443775671786995
2007-03-01,22.4,19.2,10.7,23.8,0.6768293164070432
2007-04-01,23.7,19.2,10.7,28.7,0.7251353332185562
2007-05-01,23.7,19.2,10.7,31.0,0.7427764622508142
2007-06-01,23.7,19.2,10.7,31.0,0.7427764622508142
2007-07-01,23.7,19.2,10.7,31.0,0.7427764622508142
2007-08-01,23.7,19.2,10.7,31.0,0.7427764622508142
2007-09-01,23.7,19.2,10.7,31.0,0.7427764622508142
2007-10-01,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.3,0.0023010168302945297
2007-12-01,0.0,4.2,3.1,3.5,0.10581099204622071
2008-01-01,0.0,21.4,11.2,20.2,0.4891580399311318
2008-02-01,33.8,34.5,18.5,33.4,1.0803698724050796
2008-03-01,47.0,45.4,24.1,43.6,1.4361647220714118
2008-04-01,47.0,46.2,25.1,44.6,1.4649472703438553
2008-05-01,47.0,46.2,25.1,46.4,1.4787533713256225
2008-06-01,47.0,46.2,25.1,46.4,1.4787533713256225
2008-07-01,47.0,46.2,25.1,46.4,1.4787533713256225
2008-08-01,47.0,46.2,25.1,46.4,1.4787533713256225
2008-09-01,47.0,46.2,25.1,46.4,1.4787533713256225
2008-10-01,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,1.9,0.014573106591865356
2008-12-01,0.0,2.1,1.1,3.2,0.05735561007031331
2009-01-01,0.0,16.7,9.8,18.7,0.4199611001923511
2009-02-01,25.8,21.7,11.7,23.3,0.7355107695008434
2009-03-01,30.3,25.9,13.8,27.6,0.8697495070985081
2009-04-01,30.3,26.2,14.9,31.6,0.9190953911599218
2009-05-01,30.3,26.2,14.9,34.4,0.9405715482426708
2009-06-01,30.3,26.2,14.9,34.4,0.9405715482426708
2009-07-01,30.3,26.2,14.9,34.4,0.9405715482426708
2009-08-01,30.3,26.2,14.9,34.4,0.9405715482426708
2009-09-01,30.3,26.2,14.9,34.4,0.9405715482426708
2009-10-01,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,1.0,0.0,4.4,0.041607008449700285
2009-12-01,0.0,2.1,0.0,7.2,0.0717278032983678
2010-01-01,0.0,12.0,6.2,15.8,0.3074100195604508
2010-02-01,22.9,19.5,11.3,23.5,0.6899053492970809
2010-03-01,30.4,26.3,15.4,29.8,0.914312734083556
2010-04-01,33.0,27.2,17.5,34.0,1.0061788530489557
2010-05-01,33.0,27.2,17.5,36.7,1.0268880045216067
2010-06-01,33.0,27.2,17.5,36.7,1.0268880045216067
2010-07-01,33.0,27.2,17.5,36.7,1.0268880045216067
2010-08-01,33.0,27.2,17.5,36.7,1.0268880045216067
2010-09-01,33.0,27.2,17.5,36.7,1.0268880045216067
2010-10-01,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.9,0.0,1.7,0.02011198081651146
2010-12-01,0.0,3.9,2.1,8.2,0.12467714435206395
2011-01-01,0.0,18.2,10.5,21.4,0.4628362320940825
2011-02-01,21.9,20.0,11.1,21.7,0.6688152695277247
2011-03-01,27.0,26.3,13.6,27.7,0.8434756528309291
2011-04-01,31.0,31.4,14.4,31.7,0.9590889997834138
2011-05-01,31.0,31.4,14.4,38.6,1.012012386880188
2011-06-01,31.0,31.4,14.4,38.6,1.012012386880188
2011-07-01,31.0,31.4,14.4,38.6,1.012012386880188
2011-08-01,31.0,31.4,14.4,38.6,1.012012386880188
2011-09-01,31.0,31.4,14.4,38.6,1.012012386880188
2011-10-01,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,1.8,0.6,4.3,0.05602230185620065
2011-12-01,0.0,6.2,2.6,8.4,0.15169904870821393
2012-01-01,0.0,11.7,5.9,14.9,0.293701695721806
2012-02-01,14.5,15.0,7.9,19.1,0.5011006241042932
2012-03-01,22.0,21.2,12.7,25.4,0.7311705899485497
