,05J33,05J03,05J02,05J06,05J11,05J27,05J20,1161,438,1122,551,1123,basinwide_average
1973-06-01,12.5,3.2,12.2,20.9,11.3,15.1,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.3817584935260576
1973-07-01,12.5,3.2,12.2,20.9,11.3,15.1,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.3817584935260576
1973-08-01,12.5,3.2,12.2,20.9,11.3,15.1,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.3817584935260576
1973-09-01,12.5,3.2,12.2,20.9,11.3,15.1,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.3817584935260576
1973-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-02-01,8.6,0.5,8.8,13.5,7.8,12.4,6.6,-999.0,-999.0,-999.0,-999.0,-999.0,0.8413443423066059
1974-03-01,9.6,0.5,9.5,15.8,9.2,14.3,6.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.9387586874343441
1974-04-01,9.8,0.5,10.8,18.7,10.0,17.5,9.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0782030902028052
1974-05-01,9.8,0.5,10.8,23.2,11.2,19.8,9.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1583425027149834
1974-06-01,9.8,0.5,10.8,23.2,11.2,19.8,9.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1583425027149834
1974-07-01,9.8,0.5,10.8,23.2,11.2,19.8,9.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1583425027149834
1974-08-01,9.8,0.5,10.8,23.2,11.2,19.8,9.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1583425027149834
1974-09-01,9.8,0.5,10.8,23.2,11.2,19.8,9.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1583425027149834
1974-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-02-01,3.2,1.9,6.0,8.5,3.6,8.2,3.2,-999.0,-999.0,-999.0,-999.0,-999.0,0.5175130077196081
1975-03-01,4.3,1.9,8.7,10.4,4.6,10.5,4.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.6728850990785469
1975-04-01,6.4,2.6,12.1,14.2,6.6,13.6,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.926637312298283
1975-05-01,6.4,2.6,12.1,16.0,6.8,14.4,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.9527058366925177
1975-06-01,6.4,2.6,12.1,16.0,6.8,14.4,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.9527058366925177
1975-07-01,6.4,2.6,12.1,16.0,6.8,14.4,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.9527058366925177
1975-08-01,6.4,2.6,12.1,16.0,6.8,14.4,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.9527058366925177
1975-09-01,6.4,2.6,12.1,16.0,6.8,14.4,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.9527058366925177
1975-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-02-01,4.0,0.8,6.9,8.2,4.2,0.0,4.2,-999.0,-999.0,-999.0,-999.0,-999.0,0.4555024110552802
1976-03-01,5.6,0.8,8.7,11.1,5.8,12.8,5.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.7180387070720285
1976-04-01,6.7,0.8,9.9,15.3,7.6,13.9,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8677015439429242
1976-05-01,6.7,0.8,9.9,16.1,7.6,13.9,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.874371452926458
1976-06-01,6.7,0.8,9.9,16.1,7.6,13.9,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.874371452926458
1976-07-01,6.7,0.8,9.9,16.1,7.6,13.9,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.874371452926458
1976-08-01,6.7,0.8,9.9,16.1,7.6,13.9,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.874371452926458
1976-09-01,6.7,0.8,9.9,16.1,7.6,13.9,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.874371452926458
1976-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-02-01,0.7,0.2,1.2,2.7,0.7,3.1,0.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.12473960029340946
1977-03-01,1.1,0.7,1.2,3.9,1.4,4.6,0.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.1890060702220536
1977-04-01,1.1,0.7,2.1,7.2,2.4,7.1,2.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.2973472844722264
1977-05-01,1.1,0.7,2.1,8.6,2.4,7.1,2.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.30901962519341036
1977-06-01,1.1,0.7,2.1,8.6,2.4,7.1,2.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.30901962519341036
1977-07-01,1.1,0.7,2.1,8.6,2.4,7.1,2.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.30901962519341036
1977-08-01,1.1,0.7,2.1,8.6,2.4,7.1,2.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.30901962519341036
1977-09-01,1.1,0.7,2.1,8.6,2.4,7.1,2.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.30901962519341036
1977-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-01-01,0.0,0.0,0.0,8.3,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.06920030570416176
1978-02-01,5.4,2.3,10.9,12.2,6.6,14.8,5.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.860953785730355
1978-03-01,6.9,2.9,13.5,15.4,7.9,20.1,7.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.0828388043389892
1978-04-01,6.9,2.9,13.5,21.2,8.8,20.1,7.3,-999.0,-999.0,-999.0,-999.0,-999.0,1.1508761743255957
1978-05-01,6.9,2.9,13.5,21.2,8.8,23.0,7.3,-999.0,-999.0,-999.0,-999.0,-999.0,1.1784217670307628
1978-06-01,6.9,2.9,13.5,21.2,8.8,23.0,7.3,-999.0,-999.0,-999.0,-999.0,-999.0,1.1784217670307628
1978-07-01,6.9,2.9,13.5,21.2,8.8,23.0,7.3,-999.0,-999.0,-999.0,-999.0,-999.0,1.1784217670307628
1978-08-01,6.9,2.9,13.5,21.2,8.8,23.0,7.3,-999.0,-999.0,-999.0,-999.0,-999.0,1.1784217670307628
1978-09-01,6.9,2.9,13.5,21.2,8.8,23.0,7.3,-999.0,-999.0,-999.0,-999.0,-999.0,1.1784217670307628
1978-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.9,-999.0,1.1,-999.0,0.015384374803271273
1978-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.3,-999.0,3.0,-999.0,0.03157407471622567
1979-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.4,-999.0,11.9,-999.0,0.09936580940768619
1979-02-01,6.5,2.8,9.3,12.2,5.4,0.0,5.1,-999.0,11.8,-999.0,20.2,-999.0,0.6981205409753047
1979-03-01,7.8,3.0,10.7,15.4,7.0,15.6,7.8,-999.0,13.8,-999.0,24.3,-999.0,0.972826816946433
1979-04-01,11.3,4.6,13.2,19.3,9.7,19.5,11.3,-999.0,18.8,-999.0,24.3,-999.0,1.283506683892333
1979-05-01,11.3,4.6,13.2,20.8,9.7,22.8,11.3,-999.0,20.3,-999.0,24.3,-999.0,1.3258896194521907
1979-06-01,11.3,4.6,13.2,20.8,9.7,22.8,11.3,-999.0,20.3,-999.0,24.3,-999.0,1.3258896194521907
1979-07-01,11.3,4.6,13.2,20.8,9.7,22.8,11.3,-999.0,20.3,-999.0,24.3,-999.0,1.3258896194521907
1979-08-01,11.3,4.6,13.2,20.8,9.7,22.8,11.3,-999.0,20.3,-999.0,24.3,-999.0,1.3258896194521907
1979-09-01,11.3,4.6,13.2,20.8,9.7,22.8,11.3,-999.0,20.3,-999.0,24.3,-999.0,1.3258896194521907
1979-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1979-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.1,-999.0,1.3,-999.0,0.011861257530051104
1979-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.0,-999.0,6.5,-999.0,0.05654743687200297
1980-01-01,0.0,0.0,0.0,5.1,0.0,0.0,0.0,-999.0,6.1,-999.0,7.8,-999.0,0.10148032644540847
1980-02-01,8.5,4.0,9.2,12.0,7.7,12.5,8.0,-999.0,12.4,-999.0,15.0,-999.0,0.9134981598168194
1980-03-01,10.3,4.6,11.5,15.8,9.4,12.5,10.2,-999.0,15.0,-999.0,18.8,-999.0,1.1041615340001576
1980-04-01,11.8,5.2,13.4,19.3,10.8,12.5,12.5,-999.0,18.5,-999.0,24.3,-999.0,1.293050078334729
1980-05-01,11.8,5.2,13.4,21.5,10.8,17.5,12.5,-999.0,21.0,-999.0,27.6,-999.0,1.3727512862574665
1980-06-01,11.8,5.2,13.4,21.5,10.8,17.5,12.5,-999.0,21.0,-999.0,27.6,-999.0,1.3727512862574665
1980-07-01,11.8,5.2,13.4,21.5,10.8,17.5,12.5,-999.0,21.0,-999.0,27.6,-999.0,1.3727512862574665
1980-08-01,11.8,5.2,13.4,21.5,10.8,17.5,12.5,-999.0,21.0,-999.0,27.6,-999.0,1.3727512862574665
1980-09-01,11.8,5.2,13.4,21.5,10.8,17.5,12.5,-999.0,21.0,-999.0,27.6,-999.0,1.3727512862574665
1980-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1980-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.0,-999.0,2.2,-999.0,0.026354588361338457
1980-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.0,-999.0,5.1,-999.0,0.05031012906811552
1981-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,6.0,-999.0,5.9,-999.0,0.05939200651255631
1981-02-01,1.3,0.3,0.6,5.4,1.2,0.0,1.3,-999.0,6.4,-999.0,7.7,-999.0,0.17893726140526134
1981-03-01,2.2,0.3,0.7,8.4,2.0,0.0,2.0,-999.0,8.7,-999.0,9.6,-999.0,0.256827626066156
1981-04-01,4.4,1.2,1.8,11.8,4.4,0.0,4.8,-999.0,12.7,-999.0,15.0,-999.0,0.4785206288992819
1981-05-01,4.4,1.2,1.8,11.8,4.4,4.4,4.8,-999.0,12.7,-999.0,15.0,-999.0,0.5110265390647665
1981-06-01,4.4,1.2,1.8,11.8,4.4,4.4,4.8,-999.0,12.7,-999.0,15.0,-999.0,0.5110265390647665
1981-07-01,4.4,1.2,1.8,11.8,4.4,4.4,4.8,-999.0,12.7,-999.0,15.0,-999.0,0.5110265390647665
1981-08-01,4.4,1.2,1.8,11.8,4.4,4.4,4.8,-999.0,12.7,-999.0,15.0,-999.0,0.5110265390647665
1981-09-01,4.4,1.2,1.8,11.8,4.4,4.4,4.8,-999.0,12.7,-999.0,15.0,-999.0,0.5110265390647665
1981-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1981-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.2,-999.0,3.6,-999.0,0.028177734920021808
1981-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,4.4,-999.0,7.4,-999.0,0.057246513812027534
1982-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.6,-999.0,12.3,-999.0,0.10225143766295504
1982-02-01,5.0,1.6,7.5,12.2,6.4,0.0,6.0,-999.0,13.5,-999.0,16.3,-999.0,0.6338434639706304
1982-03-01,5.0,1.6,7.5,12.4,6.4,0.0,6.1,-999.0,14.8,-999.0,17.6,-999.0,0.649699449220399
1982-04-01,5.4,1.6,7.6,17.5,7.2,0.0,7.6,-999.0,18.1,-999.0,20.8,-999.0,0.7574723538485314
1982-05-01,5.4,1.6,7.6,18.1,7.2,15.8,7.6,-999.0,19.6,-999.0,23.0,-999.0,0.8961669384370199
1982-06-01,5.4,1.6,7.6,18.1,7.2,15.8,7.6,-999.0,21.6,-999.0,24.6,-999.0,0.9143306933259014
1982-07-01,5.4,1.6,7.6,18.1,7.2,15.8,7.6,-999.0,21.6,-999.0,24.6,-999.0,0.9143306933259014
1982-08-01,5.4,1.6,7.6,18.1,7.2,15.8,7.6,-999.0,21.6,-999.0,24.6,-999.0,0.9143306933259014
1982-09-01,5.4,1.6,7.6,18.1,7.2,15.8,7.6,-999.0,21.6,-999.0,24.6,-999.0,0.9143306933259014
1982-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1982-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.8,-999.0,4.3,-999.0,0.034607009755868584
1982-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.8,-999.0,8.6,-999.0,0.07031755982303821
1983-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,9.5,-999.0,12.7,-999.0,0.1089994570077775
1983-02-01,3.2,2.7,4.2,7.8,3.5,0.0,2.4,-999.0,10.8,-999.0,14.4,-999.0,0.4481679205674053
1983-03-01,3.8,2.9,6.2,9.7,4.8,0.0,3.0,-999.0,12.5,-999.0,17.1,-999.0,0.5507331578750679
1983-04-01,9.7,7.9,12.0,18.5,11.1,0.0,9.8,-999.0,20.3,-999.0,26.6,-999.0,1.209047751341729
1983-05-01,11.4,7.9,12.0,23.6,18.1,19.5,10.9,-999.0,24.6,-999.0,35.1,-999.0,1.5860832627558459
1983-06-01,11.4,7.9,12.0,23.6,18.1,19.5,10.9,-999.0,24.6,-999.0,36.4,-999.0,1.5918750485737414
1983-07-01,11.4,7.9,12.0,23.6,18.1,19.5,10.9,-999.0,24.6,-999.0,36.4,-999.0,1.5918750485737414
1983-08-01,11.4,7.9,12.0,23.6,18.1,19.5,10.9,-999.0,24.6,-999.0,36.4,-999.0,1.5918750485737414
1983-09-01,11.4,7.9,12.0,23.6,18.1,19.5,10.9,-999.0,24.6,-999.0,36.4,-999.0,1.5918750485737414
1983-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1983-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.1,-999.0,3.8,-999.0,0.028517008736355216
1983-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,7.7,-999.0,9.3,-999.0,0.08391984668234165
1984-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,12.7,-999.0,17.6,-999.0,0.1484866793021999
1984-02-01,8.2,4.9,7.7,12.6,7.8,0.0,0.0,-999.0,14.2,-999.0,20.3,-999.0,0.7358690372996927
1984-03-01,9.6,5.1,7.7,16.7,8.8,0.0,0.0,-999.0,15.7,-999.0,22.8,-999.0,0.823355181700319
1984-04-01,11.0,5.1,8.8,18.5,10.6,19.0,0.0,-999.0,18.8,-999.0,26.5,-999.0,1.0694797965730698
1984-05-01,13.4,6.3,9.2,22.6,13.5,20.8,0.0,-999.0,24.6,-999.0,34.9,-999.0,1.2976163155971958
1984-06-01,13.4,6.3,9.2,22.6,13.5,20.8,0.0,-999.0,24.6,-999.0,34.9,-999.0,1.2976163155971958
1984-07-01,13.4,6.3,9.2,22.6,13.5,20.8,0.0,-999.0,24.6,-999.0,34.9,-999.0,1.2976163155971958
1984-08-01,13.4,6.3,9.2,22.6,13.5,20.8,0.0,-999.0,24.6,-999.0,34.9,-999.0,1.2976163155971958
1984-09-01,13.4,6.3,9.2,22.6,13.5,20.8,0.0,-999.0,24.6,-999.0,34.9,-999.0,1.2976163155971958
1984-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1984-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.8,-999.0,3.3,-999.0,0.03015178989594899
1984-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,6.3,-999.0,7.9,-999.0,0.06995775669934706
1985-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.8,-999.0,9.8,-999.0,0.09221692832445708
1985-02-01,3.6,2.7,4.3,9.7,4.6,0.0,0.0,-999.0,11.2,-999.0,13.8,-999.0,0.4441221806133126
1985-03-01,5.9,3.0,5.7,12.5,5.4,0.0,0.0,-999.0,12.5,-999.0,15.6,-999.0,0.5517488886990822
1985-04-01,5.9,3.0,5.7,15.6,5.9,0.0,0.0,-999.0,15.6,-999.0,19.1,-999.0,0.6112819295280294
1985-05-01,5.9,3.0,5.7,17.7,5.9,14.3,0.0,-999.0,17.0,-999.0,23.6,-999.0,0.7583171399559809
1985-06-01,5.9,3.0,5.7,17.7,5.9,14.3,0.0,-999.0,17.0,-999.0,23.6,-999.0,0.7583171399559809
1985-07-01,5.9,3.0,5.7,17.7,5.9,14.3,0.0,-999.0,17.0,-999.0,23.6,-999.0,0.7583171399559809
1985-08-01,5.9,3.0,5.7,17.7,5.9,14.3,0.0,-999.0,17.0,-999.0,23.6,-999.0,0.7583171399559809
1985-09-01,5.9,3.0,5.7,17.7,5.9,14.3,0.0,-999.0,17.0,-999.0,23.6,-999.0,0.7583171399559809
1985-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.3,-999.0,1.6,-999.0,0.014301363799328008
1985-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.5,-999.0,4.0,-999.0,0.04816823800045652
1985-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,13.3,-999.0,12.9,-999.0,0.13085776689448084
1986-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,13.8,-999.0,15.6,-999.0,0.1456457112945163
1986-02-01,4.8,2.7,5.4,14.9,5.1,0.0,0.0,-999.0,14.8,-999.0,15.9,-999.0,0.5469345305187759
1986-03-01,8.4,5.7,9.4,20.5,9.2,0.0,0.0,-999.0,20.3,-999.0,23.6,-999.0,0.9044503082085799
1986-04-01,8.4,5.7,10.4,22.8,9.2,0.0,0.0,-999.0,22.8,-999.0,28.3,-999.0,0.96721057372164
1986-05-01,8.4,5.7,10.4,26.6,11.1,22.7,0.0,-999.0,26.6,-999.0,34.6,-999.0,1.2341718998605202
1986-06-01,8.4,5.7,10.4,26.6,11.1,22.7,0.0,-999.0,26.6,-999.0,34.6,-999.0,1.2341718998605202
1986-07-01,8.4,5.7,10.4,26.6,11.1,22.7,0.0,-999.0,26.6,-999.0,34.6,-999.0,1.2341718998605202
1986-08-01,8.4,5.7,10.4,26.6,11.1,22.7,0.0,-999.0,26.6,-999.0,34.6,-999.0,1.2341718998605202
1986-09-01,8.4,5.7,10.4,26.6,11.1,22.7,0.0,-999.0,26.6,-999.0,34.6,-999.0,1.2341718998605202
1986-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,1.5,-999.0,0.006682829789879399
1986-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.8,-999.0,6.2,-999.0,0.048589629046220946
1986-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,6.4,-999.0,8.6,-999.0,0.07362818075694127
1987-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,7.3,-999.0,10.1,-999.0,0.08527694194767527
1987-02-01,4.3,2.2,3.1,6.8,4.7,0.0,0.0,-999.0,8.4,-999.0,13.0,-999.0,0.38737623716712927
1987-03-01,6.4,2.2,3.1,6.8,6.2,0.0,0.0,-999.0,9.9,-999.0,15.0,-999.0,0.45751563185205313
1987-04-01,6.4,2.2,3.1,10.6,6.8,0.0,0.0,-999.0,12.0,-999.0,18.3,-999.0,0.5165256771500432
1987-05-01,6.4,2.2,3.1,10.8,6.8,5.2,0.0,-999.0,12.0,-999.0,18.3,-999.0,0.5562386795469596
1987-06-01,6.4,2.2,3.1,10.8,6.8,5.2,0.0,-999.0,12.0,-999.0,18.3,-999.0,0.5562386795469596
1987-07-01,6.4,2.2,3.1,10.8,6.8,5.2,0.0,-999.0,12.0,-999.0,18.3,-999.0,0.5562386795469596
1987-08-01,6.4,2.2,3.1,10.8,6.8,5.2,0.0,-999.0,12.0,-999.0,18.3,-999.0,0.5562386795469596
1987-09-01,6.4,2.2,3.1,10.8,6.8,5.2,0.0,-999.0,12.0,-999.0,18.3,-999.0,0.5562386795469596
1987-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1987-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.1,-999.0,1.0,-999.0,0.010524691572075223
1987-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.5,-999.0,5.0,-999.0,0.0415880547473659
1988-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,7.1,-999.0,9.1,-999.0,0.07971818177645466
1988-02-01,7.2,3.9,6.6,8.8,7.6,0.0,0.0,-999.0,10.3,-999.0,13.4,-999.0,0.5953391216292855
1988-03-01,10.1,4.8,8.4,11.8,10.5,0.0,0.0,-999.0,12.5,-999.0,17.6,-999.0,0.7813499211710659
1988-04-01,10.1,6.2,11.6,11.8,11.6,0.0,0.0,-999.0,18.3,-999.0,24.5,-999.0,0.9441436001398316
1988-05-01,10.1,6.2,11.6,11.8,11.6,0.0,0.0,-999.0,20.3,-999.0,26.2,-999.0,0.9627528770147052
1988-06-01,10.1,6.2,11.6,11.8,11.6,0.0,0.0,-999.0,20.3,-999.0,26.2,-999.0,0.9627528770147052
1988-07-01,10.1,6.2,11.6,11.8,11.6,0.0,0.0,-999.0,20.3,-999.0,26.2,-999.0,0.9627528770147052
1988-08-01,10.1,6.2,11.6,11.8,11.6,0.0,0.0,-999.0,20.3,-999.0,26.2,-999.0,0.9627528770147052
1988-09-01,10.1,6.2,11.6,11.8,11.6,0.0,0.0,-999.0,20.3,-999.0,26.2,-999.0,0.9627528770147052
1988-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1988-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1988-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.6,-999.0,5.0,-999.0,0.042139824903016404
1989-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,6.2,-999.0,7.8,-999.0,0.06896046455770458
1989-02-01,5.4,1.7,2.6,0.0,4.8,0.0,0.0,-999.0,8.6,-999.0,10.8,-999.0,0.3310733043415971
1989-03-01,8.0,3.4,4.9,11.3,9.8,0.0,0.0,-999.0,12.2,-999.0,15.0,-999.0,0.6335164017468351
1989-04-01,8.0,3.4,5.4,14.4,9.8,13.4,0.0,-999.0,16.1,-999.0,18.6,-999.0,0.7967277761018982
1989-05-01,8.0,3.4,5.4,14.4,9.8,13.4,0.0,-999.0,17.1,-999.0,18.6,-999.0,0.8022454776584031
1989-06-01,8.0,3.4,5.4,14.4,9.8,13.4,0.0,-999.0,17.1,-999.0,18.6,-999.0,0.8022454776584031
1989-07-01,8.0,3.4,5.4,14.4,9.8,13.4,0.0,-999.0,17.1,-999.0,18.6,-999.0,0.8022454776584031
1989-08-01,8.0,3.4,5.4,14.4,9.8,13.4,0.0,-999.0,17.1,-999.0,18.6,-999.0,0.8022454776584031
1989-09-01,8.0,3.4,5.4,14.4,9.8,13.4,0.0,-999.0,17.1,-999.0,18.6,-999.0,0.8022454776584031
1989-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1989-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.6,-999.0,3.0,-999.0,0.016676280513661865
1989-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.7,-999.0,5.6,-999.0,0.03984702541811356
1990-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.3,-999.0,11.5,-999.0,0.08047884663855248
1990-02-01,3.2,2.1,4.5,6.5,4.8,8.1,0.0,-999.0,7.0,-999.0,12.2,-999.0,0.43343661889648166
1990-03-01,4.5,3.2,5.4,9.4,8.0,11.4,0.0,-999.0,10.0,-999.0,15.7,-999.0,0.6179396745810439
1990-04-01,9.1,6.3,9.2,13.8,8.9,14.8,0.0,-999.0,15.4,-999.0,25.2,-999.0,0.9732381505334945
1990-05-01,9.1,6.3,9.2,15.0,8.9,15.2,0.0,-999.0,18.8,-999.0,28.9,-999.0,1.0192192925304202
1990-06-01,9.1,6.3,9.2,15.0,8.9,15.2,0.0,-999.0,18.8,-999.0,28.9,-999.0,1.0192192925304202
1990-07-01,9.1,6.3,9.2,15.0,8.9,15.2,0.0,-999.0,18.8,-999.0,28.9,-999.0,1.0192192925304202
1990-08-01,9.1,6.3,9.2,15.0,8.9,15.2,0.0,-999.0,18.8,-999.0,28.9,-999.0,1.0192192925304202
1990-09-01,9.1,6.3,9.2,15.0,8.9,15.2,0.0,-999.0,18.8,-999.0,28.9,-999.0,1.0192192925304202
